학년도,학교급별,학년,성별,키
2016,초,5,남,147.3
2016,초,5,남,149.7
2016,초,5,남,141.7
2016,초,5,남,140.3
2016,초,5,남,137.8
2016,초,5,남,148.9
2016,초,5,남,145.6
2016,초,5,남,142.8
2016,초,5,여,151.5
2016,초,5,여,145.4
2016,초,5,여,134.5
2016,초,5,여,139.3
2016,초,5,여,141
2016,초,5,여,139.9
2016,초,6,남,159.8
2016,초,6,남,141.7
2016,초,6,남,160.5
2016,초,6,남,146.8
2016,초,6,남,152
2016,초,6,남,153
2016,초,6,남,149.4
2016,초,6,남,146.6
2016,초,6,남,160.5
2016,초,6,여,152
2016,초,6,여,159.5
2016,초,6,여,146.1
2016,초,6,여,157.1
2016,초,6,여,152.9
2016,초,6,여,149.6
2016,초,6,여,141.9
2016,초,6,여,143
2016,초,1,남,126.6
2016,초,1,남,125.6
2016,초,1,남,123.8
2016,초,1,남,116.4
2016,초,1,남,120.9
2016,초,1,남,112
2016,초,1,남,118.3
2016,초,1,남,119.9
2016,초,1,남,127.7
2016,초,1,남,119.6
2016,초,1,남,121.3
2016,초,1,여,124.5
2016,초,1,여,124.5
2016,초,1,여,117.4
2016,초,1,여,107.8
2016,초,1,여,126.4
2016,초,1,여,123
2016,초,1,여,129
2016,초,1,여,115.8
2016,초,1,여,124.7
2016,초,1,여,122.9
2016,초,1,여,116
2016,초,1,여,118.2
2016,초,1,여,121
2016,초,2,남,121.8
2016,초,2,남,127
2016,초,2,남,124.9
2016,초,2,남,126.7
2016,초,2,남,128
2016,초,2,남,159
2016,초,2,남,121.5
2016,초,2,남,130.4
2016,초,2,남,121.5
2016,초,2,남,122.7
2016,초,2,남,134.6
2016,초,2,남,127.5
2016,초,2,여,127
2016,초,2,여,127.5
2016,초,2,여,122.8
2016,초,2,여,126
2016,초,2,여,122.3
2016,초,2,여,123.3
2016,초,2,여,132.7
2016,초,2,여,128.2
2016,초,2,여,120.5
2016,초,2,여,130.9
2016,초,2,여,128.1
2016,초,2,여,128.4
2016,초,3,남,126.7
2016,초,3,남,130.1
2016,초,3,남,133.7
2016,초,3,남,138
2016,초,3,남,134.2
2016,초,3,남,127.1
2016,초,3,남,141.5
2016,초,3,남,129.1
2016,초,3,남,138.5
2016,초,3,남,137.2
2016,초,3,남,138.7
2016,초,3,여,137.3
2016,초,3,여,141
2016,초,3,여,126.8
2016,초,3,여,133.7
2016,초,3,여,131.5
2016,초,3,여,127.4
2016,초,3,여,136.8
2016,초,3,여,127.6
2016,초,3,여,133.9
2016,초,3,여,130.8
2016,초,4,남,141.5
2016,초,4,남,140.4
2016,초,4,남,142.9
2016,초,4,남,145
2016,초,4,남,135.5
2016,초,4,남,134.3
2016,초,4,남,134.7
2016,초,4,남,138.1
2016,초,4,남,148.9
2016,초,4,남,141.6
2016,초,4,남,138.4
2016,초,4,남,145.9
2016,초,4,여,139.7
2016,초,4,여,129.1
2016,초,4,여,143.6
2016,초,4,여,146.3
2016,초,4,여,133.2
2016,초,4,여,138.5
2016,초,4,여,133.6
2016,초,4,여,135
2016,초,4,여,132.7
2016,초,4,여,133.6
2016,초,4,여,137.9
2016,초,5,남,144
2016,초,5,남,154.9
2016,초,5,남,139.8
2016,초,5,남,145.9
2016,초,5,남,133.3
2016,초,5,남,148.6
2016,초,5,남,143.9
2016,초,5,남,137.8
2016,초,5,남,162
2016,초,5,남,136.1
2016,초,5,여,148.9
2016,초,5,여,155.1
2016,초,5,여,152.9
2016,초,5,여,135.1
2016,초,5,여,136.1
2016,초,5,여,145.9
2016,초,5,여,142.4
2016,초,5,여,150.3
2016,초,5,여,157.2
2016,초,5,여,157.6
2016,초,5,여,146.4
2016,초,5,여,135
2016,초,5,여,151.4
2016,초,5,여,151.1
2016,초,6,남,155.6
2016,초,6,남,144.2
2016,초,6,남,166
2016,초,6,남,151.7
2016,초,6,남,151.1
2016,초,6,남,155.1
2016,초,6,남,162.7
2016,초,6,남,153.9
2016,초,6,남,147.9
2016,초,6,남,144.2
2016,초,6,남,159.9
2016,초,6,남,148.9
2016,초,6,여,145
2016,초,6,여,149.6
2016,초,6,여,148.9
2016,초,6,여,136.8
2016,초,6,여,155
2016,초,6,여,153.1
2016,초,6,여,161
2016,초,6,여,149.5
2016,초,6,여,140.2
2016,초,6,여,153.8
2016,초,1,남,119.4
2016,초,1,남,126.6
2016,초,1,남,117.8
2016,초,1,남,126.4
2016,초,1,남,122.6
2016,초,1,남,127.9
2016,초,1,남,125.3
2016,초,1,남,123.8
2016,초,1,남,113.3
2016,초,1,남,122.2
2016,초,1,남,121.5
2016,초,1,여,116.5
2016,초,1,여,118.5
2016,초,1,여,115.2
2016,초,1,여,108.3
2016,초,1,여,113.7
2016,초,1,여,112.5
2016,초,1,여,125.5
2016,초,1,여,129.6
2016,초,1,여,120.4
2016,초,1,여,127.5
2016,초,1,여,123
2016,초,2,남,140.2
2016,초,2,남,120.6
2016,초,2,남,123.4
2016,초,2,남,123.4
2016,초,2,남,129
2016,초,2,남,125.2
2016,초,2,남,120.5
2016,초,2,남,124.9
2016,초,2,남,132
2016,초,2,여,126.5
2016,초,2,여,123.9
2016,초,2,여,126.6
2016,초,2,여,136.7
2016,초,2,여,125.1
2016,초,2,여,126.1
2016,초,2,여,127.5
2016,초,2,여,120
2016,초,2,여,128.1
2016,초,3,남,127.2
2016,초,3,남,138.2
2016,초,3,남,123.2
2016,초,3,남,136.7
2016,초,3,남,141.5
2016,초,3,남,135.6
2016,초,3,남,129.3
2016,초,3,남,137.3
2016,초,3,여,122.3
2016,초,3,여,139.6
2016,초,3,여,130.2
2016,초,3,여,125.8
2016,초,3,여,131.5
2016,초,3,여,129.3
2016,초,3,여,147.5
2016,초,3,여,134.5
2016,초,3,여,131.6
2016,초,3,여,137.3
2016,초,3,여,134.5
2016,초,4,남,141.4
2016,초,4,남,141.6
2016,초,4,남,142
2016,초,4,남,136.9
2016,초,4,남,137.5
2016,초,4,남,137.7
2016,초,4,남,144.5
2016,초,4,남,146.7
2016,초,4,남,141.9
2016,초,4,남,132.2
2016,초,4,남,135.9
2016,초,4,여,138.4
2016,초,4,여,135.3
2016,초,4,여,136.6
2016,초,4,여,141.4
2016,초,4,여,132.6
2016,초,4,여,137.5
2016,초,4,여,139.6
2016,초,4,여,137.2
2016,초,5,남,135.7
2016,초,5,남,142.5
2016,초,5,남,145.1
2016,초,5,남,149.7
2016,초,5,남,135.6
2016,초,5,남,152.8
2016,초,5,남,137.1
2016,초,5,남,138.4
2016,초,5,남,145.5
2016,초,5,남,146.1
2016,초,5,남,145.3
2016,초,5,여,148.6
2016,초,5,여,151
2016,초,5,여,155.7
2016,초,5,여,143.1
2016,초,5,여,145.2
2016,초,5,여,143.8
2016,초,5,여,135.9
2016,초,5,여,150.9
2016,초,5,여,149.1
2016,초,5,여,150.5
2016,초,6,남,167.6
2016,초,6,남,151.3
2016,초,6,남,154.5
2016,초,6,남,149
2016,초,6,남,148.6
2016,초,6,남,145.2
2016,초,6,남,151.9
2016,초,6,남,152.1
2016,초,6,남,148.7
2016,초,6,남,159.4
2016,초,6,남,156
2016,초,6,남,156
2016,초,6,여,153.5
2016,초,6,여,143.7
2016,초,6,여,147.6
2016,초,6,여,152
2016,초,6,여,156.5
2016,초,6,여,163
2016,초,6,여,150.2
2016,초,6,여,149.2
2016,초,6,여,146.2
2016,초,6,여,150.9
2016,초,6,여,153.1
2016,초,6,여,152
2016,초,1,남,114.6
2016,초,1,남,121.2
2016,초,1,남,122
2016,초,1,남,130.7
2016,초,1,남,126.5
2016,초,1,남,126.9
2016,초,1,남,119.2
2016,초,1,남,125
2016,초,1,남,116.4
2016,초,1,남,121.3
2016,초,1,남,126.1
2016,초,1,남,125.2
2016,초,1,남,124.2
2016,초,1,남,125
2016,초,1,남,116.8
2016,초,1,여,119.8
2016,초,1,여,125.8
2016,초,1,여,120.6
2016,초,1,여,120
2016,초,1,여,118.5
2016,초,1,여,122.5
2016,초,2,남,126.3
2016,초,2,남,127.3
2016,초,2,남,120
2016,초,2,남,132.3
2016,초,2,남,119
2016,초,2,남,123
2016,초,2,남,129.6
2016,초,2,남,122
2016,초,2,남,143.4
2016,초,2,여,121
2016,초,2,여,126.6
2016,초,2,여,124.1
2016,초,2,여,130.4
2016,초,2,여,127.3
2016,초,2,여,122
2016,초,2,여,122.4
2016,초,2,여,126.9
2016,초,3,남,135.2
2016,초,3,남,126
2016,초,3,남,132.8
2016,초,3,남,130.9
2016,초,3,남,131
2016,초,3,남,142.9
2016,초,3,남,142.2
2016,초,3,남,126.9
2016,초,3,남,133.1
2016,초,3,여,135.7
2016,초,3,여,125.2
2016,초,3,여,122.6
2016,초,3,여,141.6
2016,초,3,여,127.9
2016,초,3,여,133.8
2016,초,3,여,135.5
2016,초,3,여,135
2016,초,3,여,128
2016,초,3,여,130.1
2016,초,3,여,131.7
2016,초,3,여,131.4
2016,초,3,여,123.4
2016,초,3,여,128.1
2016,초,4,남,135.7
2016,초,4,남,132.6
2016,초,4,남,139.6
2016,초,4,남,137
2016,초,4,남,128.8
2016,초,4,남,148.5
2016,초,4,남,139.3
2016,초,4,남,143
2016,초,4,남,133
2016,초,4,남,123.2
2016,초,4,남,138.7
2016,초,4,남,131.3
2016,초,4,남,142.2
2016,초,4,여,139.9
2016,초,4,여,131.5
2016,초,4,여,136
2016,초,4,여,133.5
2016,초,4,여,137.2
2016,초,4,여,144.2
2016,초,4,여,139.4
2016,초,4,여,135
2016,초,4,여,134
2016,초,5,남,143
2016,초,5,남,147
2016,초,5,남,141.1
2016,초,5,남,145.1
2016,초,5,남,137.5
2016,초,5,남,156.6
2016,초,5,남,141.2
2016,초,5,남,145.8
2016,초,5,남,135.7
2016,초,5,남,141.4
2016,초,5,남,167.4
2016,초,5,남,142.9
2016,초,5,여,143.5
2016,초,5,여,144.8
2016,초,5,여,143.7
2016,초,5,여,156.8
2016,초,5,여,153
2016,초,5,여,153.3
2016,초,5,여,139
2016,초,5,여,139.9
2016,초,6,남,142.9
2016,초,6,남,153.4
2016,초,6,남,147
2016,초,6,남,143.4
2016,초,6,남,162.9
2016,초,6,남,147.9
2016,초,6,남,142.2
2016,초,6,남,145.5
2016,초,6,남,157.6
2016,초,6,남,162.2
2016,초,6,여,154.4
2016,초,6,여,146.7
2016,초,6,여,155.3
2016,초,6,여,142.5
2016,초,6,여,151.2
2016,초,6,여,150
2016,초,6,여,150.9
2016,초,6,여,156.1
2016,초,6,여,148
2016,초,6,여,157
2016,초,1,남,120
2016,초,1,남,119
2016,초,1,남,113
2016,초,1,남,117
2016,초,1,남,111.5
2016,초,1,남,118.6
2016,초,1,남,124.2
2016,초,1,남,128
2016,초,1,남,119
2016,초,1,남,118
2016,초,1,남,123.1
2016,초,1,남,119.5
2016,초,1,남,122
2016,초,1,여,117
2016,초,1,여,124
2016,초,1,여,130
2016,초,1,여,120.8
2016,초,1,여,125.2
2016,초,1,여,121
2016,초,1,여,124
2016,초,1,여,128.6
2016,초,1,여,130
2016,초,1,여,122
2016,초,1,여,120
2016,초,2,남,126.5
2016,초,2,남,125.9
2016,초,2,남,130.2
2016,초,2,남,132.8
2016,초,2,남,133.5
2016,초,2,남,135.1
2016,초,2,남,130.7
2016,초,2,남,117.8
2016,초,2,남,135.3
2016,초,2,남,131.8
2016,초,2,남,124.4
2016,초,2,남,131.1
2016,초,2,남,125.8
2016,초,2,여,120.3
2016,초,2,여,124.8
2016,초,2,여,128.7
2016,초,2,여,126.7
2016,초,2,여,130.7
2016,초,2,여,128.2
2016,초,2,여,116
2016,초,2,여,133.7
2016,초,2,여,130.3
2016,초,2,여,125.9
2016,초,2,여,128.5
2016,초,2,여,130
2016,초,2,여,121.9
2016,초,3,남,137.9
2016,초,3,남,130.2
2016,초,3,남,138
2016,초,3,남,129.3
2016,초,3,남,138.7
2016,초,3,남,133.5
2016,초,3,남,138.5
2016,초,3,남,128.1
2016,초,3,남,132.2
2016,초,3,여,131.3
2016,초,3,여,125.3
2016,초,3,여,131.8
2016,초,3,여,135.6
2016,초,3,여,129.6
2016,초,3,여,142.5
2016,초,3,여,136.1
2016,초,3,여,132.8
2016,초,3,여,135.7
2016,초,3,여,143.5
2016,초,3,여,136.1
2016,초,3,여,137
2016,초,3,여,139.3
2016,초,4,남,150
2016,초,4,남,144.9
2016,초,4,남,142.3
2016,초,4,남,134.2
2016,초,4,남,143.3
2016,초,4,남,141.3
2016,초,4,남,143.2
2016,초,4,남,141.6
2016,초,4,남,144.5
2016,초,4,남,143
2016,초,4,남,144
2016,초,4,여,137
2016,초,4,여,130.8
2016,초,4,여,134
2016,초,4,여,146.1
2016,초,4,여,146.6
2016,초,4,여,133
2016,초,4,여,129
2016,초,4,여,141.1
2016,초,4,여,143.7
2016,초,4,여,144
2016,초,4,여,127
2016,초,5,남,146.8
2016,초,5,남,146.2
2016,초,5,남,144
2016,초,5,남,152.9
2016,초,5,남,145.4
2016,초,5,남,139.8
2016,초,5,남,154.5
2016,초,5,남,143.3
2016,초,5,남,151
2016,초,5,남,148.5
2016,초,5,남,138.5
2016,초,5,남,137
2016,초,5,남,149.3
2016,초,5,여,146.7
2016,초,5,여,140.7
2016,초,5,여,157.3
2016,초,5,여,140.6
2016,초,5,여,157.1
2016,초,5,여,141.9
2016,초,5,여,144.4
2016,초,5,여,148
2016,초,5,여,143.8
2016,초,5,여,157.6
2016,초,5,여,139.4
2016,초,5,여,143.6
2016,초,5,여,142.7
2016,초,6,남,164
2016,초,6,남,152.7
2016,초,6,남,152.6
2016,초,6,남,156.4
2016,초,6,남,143.4
2016,초,6,남,157.5
2016,초,6,남,153.2
2016,초,6,남,147.7
2016,초,6,남,147.8
2016,초,6,남,155.8
2016,초,6,남,157
2016,초,6,남,148
2016,초,6,여,144.2
2016,초,6,여,150
2016,초,6,여,146.9
2016,초,6,여,160.4
2016,초,6,여,155.4
2016,초,6,여,155
2016,초,6,여,156
2016,초,6,여,153.6
2016,초,6,여,160.2
2016,초,6,여,148.2
2016,초,6,여,160.6
2016,초,6,여,161.6
2016,초,6,여,154
2016,초,1,남,116.4
2016,초,1,남,122.7
2016,초,1,남,120.7
2016,초,1,남,124.1
2016,초,1,남,109.5
2016,초,1,남,116.9
2016,초,1,남,115.7
2016,초,1,남,123
2016,초,1,남,119.6
2016,초,1,남,114.4
2016,초,1,남,123.1
2016,초,1,남,115
2016,초,1,남,126.9
2016,초,1,남,119.3
2016,초,1,여,122.4
2016,초,1,여,118.1
2016,초,1,여,120.1
2016,초,1,여,124.2
2016,초,1,여,105.2
2016,초,1,여,122.8
2016,초,1,여,125.3
2016,초,1,여,121.4
2016,초,1,여,130.2
2016,초,1,여,113.8
2016,초,2,남,135
2016,초,2,남,125
2016,초,2,남,136
2016,초,2,남,123.2
2016,초,2,남,139.6
2016,초,2,남,131.2
2016,초,2,남,133.2
2016,초,2,남,121
2016,초,2,남,131
2016,초,2,남,126.8
2016,초,2,남,131.8
2016,초,2,여,130.3
2016,초,2,여,121.7
2016,초,2,여,122.8
2016,초,2,여,126.5
2016,초,2,여,125.2
2016,초,2,여,133.5
2016,초,2,여,135.7
2016,초,2,여,123.5
2016,초,2,여,123
2016,초,2,여,134.6
2016,초,2,여,121.6
2016,초,2,여,130.9
2016,초,2,여,129.9
2016,초,3,남,126
2016,초,3,남,135.3
2016,초,3,남,140.7
2016,초,3,남,153
2016,초,3,남,133.6
2016,초,3,남,131.8
2016,초,3,남,128.3
2016,초,3,남,141
2016,초,3,남,137.9
2016,초,3,남,133
2016,초,3,남,142.9
2016,초,3,남,132
2016,초,3,남,132.4
2016,초,3,남,145.5
2016,초,3,남,131.6
2016,초,3,여,132.9
2016,초,3,여,133
2016,초,3,여,127
2016,초,3,여,127.7
2016,초,3,여,144.7
2016,초,3,여,138
2016,초,3,여,123.9
2016,초,3,여,125
2016,초,3,여,142.6
2016,초,3,여,136.2
2016,초,3,여,124.1
2016,초,3,여,130.6
2016,초,4,남,140.3
2016,초,4,남,127.3
2016,초,4,남,131.2
2016,초,4,남,143.4
2016,초,4,남,127.8
2016,초,4,남,137.9
2016,초,4,남,138.5
2016,초,4,남,143.6
2016,초,4,남,132.2
2016,초,4,남,125.7
2016,초,4,남,138.3
2016,초,4,남,137.4
2016,초,4,남,133.1
2016,초,4,여,135.8
2016,초,4,여,138
2016,초,4,여,155.6
2016,초,4,여,139.6
2016,초,4,여,147.7
2016,초,4,여,136.8
2016,초,4,여,144.2
2016,초,4,여,145
2016,초,4,여,126.4
2016,초,4,여,131.6
2016,초,4,여,143.3
2016,초,4,여,143.3
2016,초,5,남,151.8
2016,초,5,남,153.9
2016,초,5,남,139.3
2016,초,5,남,152.1
2016,초,5,남,145.8
2016,초,5,남,144.5
2016,초,5,남,157.9
2016,초,5,남,150.3
2016,초,5,남,138.3
2016,초,5,남,149.8
2016,초,5,남,151.1
2016,초,5,남,143.2
2016,초,5,남,142.4
2016,초,5,남,142.5
2016,초,5,여,137.1
2016,초,5,여,156.7
2016,초,5,여,145.3
2016,초,5,여,139.7
2016,초,5,여,148.9
2016,초,5,여,151
2016,초,5,여,150
2016,초,5,여,143.8
2016,초,5,여,140.6
2016,초,5,여,136.2
2016,초,5,여,145.3
2016,초,6,남,139.3
2016,초,6,남,160
2016,초,6,남,155
2016,초,6,남,154.3
2016,초,6,남,146
2016,초,6,남,147.9
2016,초,6,남,158.7
2016,초,6,남,149.4
2016,초,6,남,151
2016,초,6,남,143.6
2016,초,6,남,142.5
2016,초,6,남,135.5
2016,초,6,여,158.2
2016,초,6,여,150.7
2016,초,6,여,157.8
2016,초,6,여,156.2
2016,초,6,여,155.1
2016,초,6,여,161.4
2016,초,6,여,159.8
2016,초,6,여,146.6
2016,초,6,여,153.2
2016,초,6,여,149.2
2016,초,6,여,139.7
2016,초,6,여,158.6
2016,초,1,남,118
2016,초,1,남,128
2016,초,1,남,125
2016,초,1,남,121.1
2016,초,1,남,118.1
2016,초,1,남,127
2016,초,1,남,116.1
2016,초,1,남,129.1
2016,초,1,남,130
2016,초,1,남,127
2016,초,1,여,124.3
2016,초,1,여,131
2016,초,1,여,111.2
2016,초,1,여,124
2016,초,1,여,124
2016,초,1,여,125.3
2016,초,1,여,117
2016,초,1,여,125.2
2016,초,1,여,121
2016,초,1,여,114.1
2016,초,1,여,124.7
2016,초,1,여,125
2016,초,1,여,123
2016,초,1,여,123
2016,초,2,남,132.3
2016,초,2,남,140.5
2016,초,2,남,126.9
2016,초,2,남,131.1
2016,초,2,남,127.6
2016,초,2,남,125.4
2016,초,2,남,127.6
2016,초,2,남,116.3
2016,초,2,남,125.5
2016,초,2,남,126.1
2016,초,2,남,128.7
2016,초,2,남,128.5
2016,초,2,남,131.7
2016,초,2,여,132.2
2016,초,2,여,127.8
2016,초,2,여,125
2016,초,2,여,121.9
2016,초,2,여,125.7
2016,초,2,여,128.9
2016,초,2,여,131.3
2016,초,2,여,118.9
2016,초,2,여,134.7
2016,초,2,여,121.1
2016,초,3,남,139.4
2016,초,3,남,130.9
2016,초,3,남,126.7
2016,초,3,남,136
2016,초,3,남,130.3
2016,초,3,남,132
2016,초,3,남,124.8
2016,초,3,남,127.3
2016,초,3,남,130.9
2016,초,3,남,140.2
2016,초,3,남,136.5
2016,초,3,남,139.6
2016,초,3,남,136
2016,초,3,여,138
2016,초,3,여,125.6
2016,초,3,여,132
2016,초,3,여,127.9
2016,초,3,여,137.1
2016,초,3,여,139.4
2016,초,3,여,135.4
2016,초,3,여,130.3
2016,초,3,여,141.1
2016,초,4,남,146.3
2016,초,4,남,139.2
2016,초,4,남,135.3
2016,초,4,남,133.2
2016,초,4,남,138
2016,초,4,남,140.5
2016,초,4,남,132
2016,초,4,남,146.2
2016,초,4,남,136.3
2016,초,4,남,135
2016,초,4,남,144.3
2016,초,4,여,135
2016,초,4,여,139
2016,초,4,여,143
2016,초,4,여,135
2016,초,4,여,136
2016,초,4,여,139
2016,초,4,여,139.8
2016,초,4,여,139.4
2016,초,4,여,139.1
2016,초,4,여,132
2016,초,4,여,150.2
2016,초,4,여,131
2016,초,5,남,145.1
2016,초,5,남,141.4
2016,초,5,남,148.8
2016,초,5,남,137.7
2016,초,5,남,145.6
2016,초,5,남,149.8
2016,초,5,남,143.4
2016,초,5,남,152
2016,초,5,남,141.6
2016,초,5,남,150.5
2016,초,5,남,158.1
2016,초,5,남,140.7
2016,초,5,여,141.1
2016,초,5,여,149.1
2016,초,5,여,143.8
2016,초,5,여,147.7
2016,초,5,여,137.3
2016,초,5,여,149.6
2016,초,5,여,141.2
2016,초,5,여,139.4
2016,초,5,여,148.8
2016,초,6,남,145.6
2016,초,6,남,161.5
2016,초,6,남,144
2016,초,6,남,156
2016,초,6,남,146.2
2016,초,6,남,135.3
2016,초,6,남,147.5
2016,초,6,남,155.9
2016,초,6,남,159.9
2016,초,6,남,154.9
2016,초,6,남,145.5
2016,초,6,남,140.8
2016,초,6,남,157.7
2016,초,6,남,153.1
2016,초,6,여,152.9
2016,초,6,여,157.7
2016,초,6,여,151.9
2016,초,6,여,154.8
2016,초,6,여,146.3
2016,초,6,여,154.9
2016,초,6,여,155
2016,초,6,여,157.8
2016,초,6,여,167.2
2016,초,6,여,147.7
2016,초,6,여,152.7
2016,초,6,여,156
2016,초,1,남,123
2016,초,1,남,125
2016,초,1,남,124.1
2016,초,1,남,112.3
2016,초,1,남,118
2016,초,1,남,130.8
2016,초,1,남,121.2
2016,초,1,남,122.6
2016,초,1,남,122
2016,초,1,남,125
2016,초,1,남,128
2016,초,1,여,121
2016,초,1,여,124
2016,초,1,여,124
2016,초,1,여,107
2016,초,1,여,115
2016,초,1,여,117
2016,초,1,여,123
2016,초,1,여,125
2016,초,1,여,119
2016,초,1,여,118
2016,초,1,여,120
2016,초,2,남,127.3
2016,초,2,남,135.8
2016,초,2,남,122.4
2016,초,2,남,131.6
2016,초,2,남,125.5
2016,초,2,남,124.1
2016,초,2,남,125.6
2016,초,2,남,132.4
2016,초,2,남,138.5
2016,초,2,남,133.3
2016,초,2,남,131.1
2016,초,2,여,129.5
2016,초,2,여,119
2016,초,2,여,129.5
2016,초,2,여,131.5
2016,초,2,여,127.6
2016,초,2,여,129.1
2016,초,2,여,135.2
2016,초,2,여,119.9
2016,초,2,여,124.9
2016,초,3,남,132.6
2016,초,3,남,124.5
2016,초,3,남,122
2016,초,3,남,130.2
2016,초,3,남,132
2016,초,3,남,131.4
2016,초,3,남,118.5
2016,초,3,남,124.8
2016,초,3,남,127.7
2016,초,3,남,133
2016,초,3,남,137.9
2016,초,3,남,131.8
2016,초,3,남,141.2
2016,초,3,남,147.1
2016,초,3,여,136.8
2016,초,3,여,119
2016,초,3,여,128
2016,초,3,여,133.7
2016,초,3,여,137
2016,초,3,여,126
2016,초,3,여,130.5
2016,초,3,여,132.2
2016,초,3,여,133.2
2016,초,3,여,126.5
2016,초,3,여,127
2016,초,3,여,128
2016,초,4,남,143.1
2016,초,4,남,141
2016,초,4,남,136
2016,초,4,남,135
2016,초,4,남,134
2016,초,4,남,135.2
2016,초,4,남,140.1
2016,초,4,남,133
2016,초,4,남,135.4
2016,초,4,남,134.5
2016,초,4,남,144
2016,초,4,여,132.1
2016,초,4,여,143
2016,초,4,여,134.4
2016,초,4,여,141
2016,초,4,여,145.5
2016,초,4,여,139.4
2016,초,4,여,128.7
2016,초,4,여,143
2016,초,4,여,136.4
2016,초,4,여,141.3
2016,초,4,여,148.2
2016,초,4,여,130.2
2016,초,5,남,145.7
2016,초,5,남,131.9
2016,초,5,남,135.1
2016,초,5,남,146.2
2016,초,5,남,152.2
2016,초,5,남,149.9
2016,초,5,남,156.1
2016,초,5,남,153.3
2016,초,5,남,142.8
2016,초,5,남,150.7
2016,초,5,여,140.9
2016,초,5,여,149.3
2016,초,5,여,139.4
2016,초,5,여,141.5
2016,초,5,여,139
2016,초,5,여,142.3
2016,초,5,여,152.3
2016,초,5,여,145.8
2016,초,5,여,152.8
2016,초,5,여,151
2016,초,5,여,154.5
2016,초,5,여,147.6
2016,초,6,남,145.3
2016,초,6,남,147.8
2016,초,6,남,150.1
2016,초,6,남,156.3
2016,초,6,남,165.6
2016,초,6,남,162.1
2016,초,6,남,162.9
2016,초,6,남,146.8
2016,초,6,남,161.2
2016,초,6,여,144.2
2016,초,6,여,153.3
2016,초,6,여,159.6
2016,초,6,여,151.3
2016,초,6,여,146.6
2016,초,6,여,154.7
2016,초,6,여,151.1
2016,초,6,여,151.4
2016,초,6,여,153.4
2016,초,6,여,157.1
2016,초,6,여,146
2016,초,6,여,158.9
2016,초,1,남,128.1
2016,초,1,남,129.2
2016,초,1,남,113.7
2016,초,1,남,119.9
